Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR17216292,RNA-Seq,300,30226453200,PRJNA788430,SAMN23970836,9490047669,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395969,GSM5730613,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Tamias striatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:27:00Z,1,GSM5730613,Skin,SRP350516,Skin
SRR17216293,RNA-Seq,300,17609838000,PRJNA788430,SAMN23970837,5606885591,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395970,GSM5730614,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730614,Skin,SRP350516,Skin
SRR17216294,RNA-Seq,300,18721171800,PRJNA788430,SAMN23970838,5992649167,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395971,GSM5730615,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:56:00Z,1,GSM5730615,Brain,SRP350516,Brain
SRR17216295,RNA-Seq,300,23414432700,PRJNA788430,SAMN23970832,7481587819,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395972,GSM5730616,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:05:00Z,1,GSM5730616,Heart,SRP350516,Heart
SRR17216296,RNA-Seq,300,24487723800,PRJNA788430,SAMN23970833,7792300472,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395973,GSM5730617,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730617,Kidney,SRP350516,Kidney
SRR17216297,RNA-Seq,300,21356977800,PRJNA788430,SAMN23971121,6772404905,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13395974,GSM5730618,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:51:00Z,1,GSM5730618,Liver,SRP350516,Liver
SRR17216298,RNA-Seq,300,22207946100,PRJNA788430,SAMN23971123,7103123174,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395975,GSM5730619,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:26:00Z,1,GSM5730619,Lung,SRP350516,Lung
SRR17216299,RNA-Seq,300,20096057700,PRJNA788430,SAMN23971125,6433103174,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395976,GSM5730620,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:47:00Z,1,GSM5730620,Skin,SRP350516,Skin
SRR17216300,RNA-Seq,300,21772345200,PRJNA788430,SAMN23971126,6870430292,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13395865,GSM5730621,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:45:00Z,1,GSM5730621,Brain,SRP350516,Brain
SRR17216301,RNA-Seq,300,20733060900,PRJNA788430,SAMN23971128,6661004703,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395866,GSM5730622,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730622,Heart,SRP350516,Heart
SRR17216302,RNA-Seq,300,21419501400,PRJNA788430,SAMN23971129,6764029142,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395867,GSM5730623,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:51:00Z,1,GSM5730623,Kidney,SRP350516,Kidney
SRR17216303,RNA-Seq,300,21081671400,PRJNA788430,SAMN23971130,6697455644,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13395868,GSM5730624,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:22:00Z,1,GSM5730624,Liver,SRP350516,Liver
SRR17216304,RNA-Seq,300,20257449300,PRJNA788430,SAMN23971131,6524797056,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395869,GSM5730625,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:15:00Z,1,GSM5730625,Lung,SRP350516,Lung
SRR17216305,RNA-Seq,300,18023244600,PRJNA788430,SAMN23971132,5811651738,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13395870,GSM5730626,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:52:00Z,1,GSM5730626,Skin,SRP350516,Skin
SRR17216306,RNA-Seq,300,19801392600,PRJNA788430,SAMN23971133,6285695339,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395871,GSM5730627,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:07:00Z,1,GSM5730627,Brain,SRP350516,Brain
SRR17216307,RNA-Seq,300,21974412300,PRJNA788430,SAMN23971134,7034364036,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13395872,GSM5730628,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:09:00Z,1,GSM5730628,Heart,SRP350516,Heart
SRR17216308,RNA-Seq,300,17809498800,PRJNA788430,SAMN23971135,5621946230,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX13395873,GSM5730629,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:32:00Z,1,GSM5730629,Kidney,SRP350516,Kidney
SRR17216309,RNA-Seq,300,19164528600,PRJNA788430,SAMN23971136,6096537868,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395874,GSM5730630,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730630,Liver,SRP350516,Liver
SRR17216310,RNA-Seq,300,22582192200,PRJNA788430,SAMN23971137,7113375084,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395875,GSM5730631,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:39:00Z,1,GSM5730631,Lung,SRP350516,Lung
SRR17216311,RNA-Seq,300,18621512700,PRJNA788430,SAMN23971138,5971985694,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395876,GSM5730632,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:42:00Z,1,GSM5730632,Brain,SRP350516,Brain
SRR17216312,RNA-Seq,300,22162263900,PRJNA788430,SAMN23971139,7097404001,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13395877,GSM5730633,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:58:00Z,1,GSM5730633,Heart,SRP350516,Heart
SRR17216313,RNA-Seq,300,22036021800,PRJNA788430,SAMN23971140,7016964683,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395878,GSM5730634,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:48:00Z,1,GSM5730634,Kidney,SRP350516,Kidney
SRR17216314,RNA-Seq,300,22790539500,PRJNA788430,SAMN23971017,7181738969,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13395879,GSM5730635,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:15:00Z,1,GSM5730635,Liver,SRP350516,Liver
SRR17216315,RNA-Seq,300,23842156200,PRJNA788430,SAMN23970522,7533782603,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395880,GSM5730636,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:17:00Z,1,GSM5730636,Lung,SRP350516,Lung
SRR17216316,RNA-Seq,300,21144152100,PRJNA788430,SAMN23970524,6803854652,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396209,GSM5730637,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730637,Skin,SRP350516,Skin
SRR17216317,RNA-Seq,300,21161415600,PRJNA788430,SAMN23970525,6680871910,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396210,GSM5730638,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:27:00Z,1,GSM5730638,Heart,SRP350516,Heart
SRR17216318,RNA-Seq,300,16089607500,PRJNA788430,SAMN23970527,5132005671,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396211,GSM5730639,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:05:00Z,1,GSM5730639,Kidney,SRP350516,Kidney
SRR17216319,RNA-Seq,300,19612794900,PRJNA788430,SAMN23970528,6290456022,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13396212,GSM5730640,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:23:00Z,1,GSM5730640,Liver,SRP350516,Liver
SRR17216320,RNA-Seq,300,17227683000,PRJNA788430,SAMN23970529,5519541059,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13396213,GSM5730641,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730641,Brain,SRP350516,Brain
SRR17216321,RNA-Seq,300,21933904200,PRJNA788430,SAMN23970533,6947988645,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396214,GSM5730642,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Octodon degus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:07:00Z,1,GSM5730642,Lung,SRP350516,Lung
SRR17216322,RNA-Seq,300,21982830300,PRJNA788430,SAMN23970534,7076566785,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396215,GSM5730643,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:10:00Z,1,GSM5730643,Heart,SRP350516,Heart
SRR17216323,RNA-Seq,300,23123449200,PRJNA788430,SAMN23970536,7359101163,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396216,GSM5730644,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:24:00Z,1,GSM5730644,Kidney,SRP350516,Kidney
SRR17216324,RNA-Seq,300,18358062600,PRJNA788430,SAMN23970537,5889891593,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX13396217,GSM5730645,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:50:00Z,1,GSM5730645,Liver,SRP350516,Liver
SRR17216325,RNA-Seq,300,20039347200,PRJNA788430,SAMN23970531,6417939531,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13396218,GSM5730646,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:08:00Z,1,GSM5730646,Lung,SRP350516,Lung
SRR17216326,RNA-Seq,300,20731557300,PRJNA788430,SAMN23970532,6619400404,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396219,GSM5730647,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730647,Skin,SRP350516,Skin
SRR17216327,RNA-Seq,300,21689034600,PRJNA788430,SAMN23970538,6938062184,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13396220,GSM5730648,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:40:00Z,1,GSM5730648,Heart,SRP350516,Heart
SRR17216328,RNA-Seq,300,22485121500,PRJNA788430,SAMN23970540,7169870300,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13396221,GSM5730649,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:19:00Z,1,GSM5730649,Kidney,SRP350516,Kidney
SRR17216329,RNA-Seq,300,25263031800,PRJNA788430,SAMN23970541,8061615395,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13396222,GSM5730650,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:56:00Z,1,GSM5730650,Liver,SRP350516,Liver
SRR17216330,RNA-Seq,300,20228550900,PRJNA788430,SAMN23970543,6451399844,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396223,GSM5730651,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:53:00Z,1,GSM5730651,Lung,SRP350516,Lung
SRR17216331,RNA-Seq,300,26329877700,PRJNA788430,SAMN23970544,8433629315,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13396224,GSM5730652,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:28:00Z,1,GSM5730652,SKin,SRP350516,SKin
SRR17216332,RNA-Seq,300,20298925800,PRJNA788430,SAMN23970545,6483074935,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13395977,GSM5730653,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:58:00Z,1,GSM5730653,Heart,SRP350516,Heart
SRR17216333,RNA-Seq,300,25713061500,PRJNA788430,SAMN23970546,8239654592,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395978,GSM5730654,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:19:00Z,1,GSM5730654,Kidney,SRP350516,Kidney
SRR17216334,RNA-Seq,300,24885345000,PRJNA788430,SAMN23970547,7864646409,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13395979,GSM5730655,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:13:00Z,1,GSM5730655,Liver,SRP350516,Liver
SRR17216335,RNA-Seq,300,18286772100,PRJNA788430,SAMN23970549,5893565295,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395980,GSM5730656,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730656,Lung,SRP350516,Lung
SRR17216336,RNA-Seq,300,20697558000,PRJNA788430,SAMN23970550,6688364741,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395981,GSM5730657,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730657,Skin,SRP350516,Skin
SRR17216337,RNA-Seq,300,23980469400,PRJNA788430,SAMN23970551,7710535039,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13395982,GSM5730658,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:28:00Z,1,GSM5730658,Heart,SRP350516,Heart
SRR17216338,RNA-Seq,300,20220392700,PRJNA788430,SAMN23970553,6402124584,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13395983,GSM5730659,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:45:00Z,1,GSM5730659,Kidney,SRP350516,Kidney
SRR17216339,RNA-Seq,300,19203766800,PRJNA788430,SAMN23970554,6183816547,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13395984,GSM5730660,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:01:00Z,1,GSM5730660,Liver,SRP350516,Liver
SRR17216340,RNA-Seq,300,20723853600,PRJNA788430,SAMN23970556,6617911107,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13395985,GSM5730661,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:55:00Z,1,GSM5730661,Lung,SRP350516,Lung
SRR17216341,RNA-Seq,300,19731138000,PRJNA788430,SAMN23970557,6308863745,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395986,GSM5730662,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:38:00Z,1,GSM5730662,SKin,SRP350516,SKin
SRR17216342,RNA-Seq,300,21162592500,PRJNA788430,SAMN23970558,6782477864,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395987,GSM5730663,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730663,Heart,SRP350516,Heart
SRR17216343,RNA-Seq,300,22733934300,PRJNA788430,SAMN23971118,7246482904,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13396347,GSM5730972,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T14:28:00Z,1,GSM5730972,Liver,SRP350516,Liver
SRR17216344,RNA-Seq,300,22087270800,PRJNA788430,SAMN23971120,7064330744,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13396185,GSM5730973,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:49:00Z,1,GSM5730973,Kidney,SRP350516,Kidney
SRR17216345,RNA-Seq,300,23484728700,PRJNA788430,SAMN23971122,7499204430,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396186,GSM5730974,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:23:00Z,1,GSM5730974,Liver,SRP350516,Liver
SRR17216346,RNA-Seq,300,25359383400,PRJNA788430,SAMN23971073,8065765810,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13396187,GSM5730975,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:43:00Z,1,GSM5730975,Heart,SRP350516,Heart
SRR17216347,RNA-Seq,300,21246062400,PRJNA788430,SAMN23971124,6742585656,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX13396188,GSM5730976,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:32:00Z,1,GSM5730976,Kidney,SRP350516,Kidney
SRR17216348,RNA-Seq,300,25168493700,PRJNA788430,SAMN23971127,8194898481,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13396189,GSM5730977,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:39:00Z,1,GSM5730977,Liver,SRP350516,Liver
SRR17216349,RNA-Seq,300,23667658500,PRJNA788430,SAMN23971067,7458442576,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX13396190,GSM5730978,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:49:00Z,1,GSM5730978,Heart,SRP350516,Heart
SRR17216350,RNA-Seq,300,22609782900,PRJNA788430,SAMN23971069,7227821900,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13396191,GSM5730979,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:04:00Z,1,GSM5730979,Kidney,SRP350516,Kidney
SRR17216351,RNA-Seq,300,22407672300,PRJNA788430,SAMN23971071,7155337764,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13396192,GSM5730980,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:54:00Z,1,GSM5730980,Liver,SRP350516,Liver
SRR17216352,RNA-Seq,300,22847876700,PRJNA788430,SAMN23970559,7291505335,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13395988,GSM5730664,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:00:00Z,1,GSM5730664,Kidney,SRP350516,Kidney
SRR17216353,RNA-Seq,300,19117093500,PRJNA788430,SAMN23970560,6044523925,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395989,GSM5730665,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:31:00Z,1,GSM5730665,Liver,SRP350516,Liver
SRR17216354,RNA-Seq,300,21256896600,PRJNA788430,SAMN23970664,6799891092,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13395990,GSM5730666,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:26:00Z,1,GSM5730666,Lung,SRP350516,Lung
SRR17216355,RNA-Seq,300,19283803200,PRJNA788430,SAMN23970665,6130794031,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13395991,GSM5730667,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Peromyscus maniculatus,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T12:59:00Z,1,GSM5730667,Skin,SRP350516,Skin
SRR17216356,RNA-Seq,300,18573540300,PRJNA788430,SAMN23970666,5852480425,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13395992,GSM5730668,NextSeq 550,PAIRED,cDNA,TRANSCRIPTOMIC,Fukomys damarensis,ILLUMINA,2022-05-19T00:00:00Z,2021-12-13T13:14:00Z,1,GSM5730668,Brain,SRP350516,Brain
